file	transcription
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670592.wav	alexa dijo que era una canción muy graciosa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670594.wav	cuando son capturados por la cola esta especie se desprende fácilmente de ella
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670597.wav	su base circular está hecha de mármol blanco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670598.wav	recibió la nacionalidad francesa mientras realizaba negocios en marsella
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19598436.wav	la iglesia alberga a la virgen de montesclaros patrona de campoo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19598437.wav	tuvo una rica carrera actuando en más de doscientas películas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19598438.wav	estoy ansiosa por regresar al estudio
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19598439.wav	las aventuras de raffles se dividen en dos partes
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19598440.wav	invernó en dos ocasiones en las islas y tomó detalladas observaciones meteorológicas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21984243.wav	uno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21984245.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21984247.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21984249.wav	sí
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21984251.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19668302.wav	la canción escrita por sting está dirigida a una prostituta ficticia llamada roxanne
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19668303.wav	trabajó con orquestas en rusia y con músicos en europa y los estados unidos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19668305.wav	su estilo de ejecución tendió a favorecer al bailarín con un ritmo rápido
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19668306.wav	se encuentra en burundi república democrática del congo kenia ruanda tanzania uganda y zambia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19668308.wav	jacobs era judío
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22034912.wav	uno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22034917.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22034922.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22034927.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22034930.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19024657.wav	y mi corazón se humillaba resignado acatando aquellas dos sagradas potestades
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19024658.wav	entro en casa me quito la ropa y reventado me tiro en el sofá
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19024659.wav	pues yo no quiero seguir jugando a este juego de mierda
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19024660.wav	por la noche todos los gatos son pardos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19024661.wav	las lecturas eran cada vez más espaciadas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20256219.wav	esta versión es la que aparece en le morte d arthur de thomas mallory
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20256221.wav	las competiciones se realizaron en el canal de regatas de la ciudad checa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20256224.wav	su hábitat son los bosques atlánticos costeros
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20256227.wav	el órgano de expresión del partido es la publicación socialist resistance
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20256230.wav	cuna del duque ernesto i de austria más conocido como el hierro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21953880.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21953882.wav	cero
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21953883.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21953884.wav	hey
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21953886.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21964909.wav	cero
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21964912.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21964914.wav	siete
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21964916.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21964917.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22048619.wav	el presidente estadounidense por su parte le espetó nunca
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22048675.wav	la canción tomó fama rápidamente entre grupos de scouts
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22048682.wav	ha sido internacional absoluto con cuba
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22048683.wav	esto sorprende a magna y su grupo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22048684.wav	la mayoría ha hablado desde la tribuna del club
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19718115.wav	su montaña más alta es la tossa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19718117.wav	es hermana de fiorella cayo bárbara cayo y mario macs cayo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19718119.wav	además el libro fue publicado en árabe tanto en siria como en el líbano
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19718120.wav	el nombre de la especie se refiere a la provincia de guangxi
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19718122.wav	esto sin embargo no ocurrió
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19632652.wav	proyectada por el arquitecto teodoro fernández
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19632654.wav	el alcalde es la máxima autoridad administrativa y política del cantón azogues
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19632656.wav	cuenta además con las actuaciones de jeremy renner y forest whitaker
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19632658.wav	a la altura de la localidad de cushamen recibe al arroyo homónimo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19632659.wav	fue expulsado de la cátedra por motivos políticos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19803142.wav	además colaboró en varios libros casi todos relacionados con la transición española
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19803143.wav	el arquitecto pedro paulo bernardes vastos diseña el pabellón pensando en el barroco brasileño
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19803144.wav	abdul kalam y el primer ministro manmohan singh
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19803145.wav	la prueba se inicia con un prólogo en el velódromo de bois bien particular
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19803146.wav	a menor complejidad fractal mayor sería la cantidad de figuras que se ven
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20008073.wav	hija de maría y hugo viviana es la mayor de cuatro hermanas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20008074.wav	jean paulhan se hizo cargo de la colección
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20008075.wav	ezekiel espera su momento y espera el momento oportuno para contraatacar al tirano
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20008076.wav	le sobrevivieron dos hijos y dos hijas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20008077.wav	actualmente es magistrado del tribunal superior de justicia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22026017.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22026018.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22026019.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22026020.wav	uno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22026022.wav	hey
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19716592.wav	fue miembro de la sociedad económica de amigos del país
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19716593.wav	corona el conjunto un frontón triangular en cuyo tímpano se abre un óculo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19716594.wav	estudió con su hermano antonino y con fabbrica en turín
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19716595.wav	todo ello se trasladó al museo del cairo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19716596.wav	en los países hispanohablantes se la conoce especialmente por la versión de manolo escobar
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20245379.wav	sólo algunas ciudades deberían tener dos equipos y el resto sólo uno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20245381.wav	limitando con el desierto costero está la región semiárida de serranía esteparia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20245382.wav	muchas de las pinturas de steen llevan referencias a viejos proverbios y relatos holandeses
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20245384.wav	esto fácilmente puede causar una reparación menor
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20245385.wav	fue declarado traidor tras lo que huyó a inglaterra
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19948603.wav	se cree que los restos mortales del procónsul fueron enviados por aníbal a roma
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19948604.wav	durante largos años fue el principal dirigente del socialismo salmantino
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19948605.wav	en su tercer año cambió de organizadores
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19948606.wav	homer va a caminar en lugar de volver a la cama
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19948607.wav	ha sido un recurso ampliamente utilizado por el jazz
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22030136.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22030138.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22030140.wav	cero
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22030143.wav	hey
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22030146.wav	uno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22737597.wav	se hace miembro de la tercera orden franciscana
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22737600.wav	en las esquinas aparecen refuerzos de cantería
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22737602.wav	muy cerca se localiza la residencia presidencial la casona
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22737605.wav	pltsamaa es el segundo municipio por población del condado de jgeva
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22737606.wav	como notable zona de huertas uno de sus productos más reconocidos son los melocotones
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22035860.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22035861.wav	siete
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22035862.wav	uno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22035863.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_22035864.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21968333.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21968335.wav	hey
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21968336.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21968337.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21968338.wav	uno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19951357.wav	se distinguen varios tipos de área de oportunidad
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19951359.wav	ha realizado ilustraciones de hongos de calidad superlativa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19951360.wav	inmediatamente al norte aparece el cráter más grande debye
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19951361.wav	durante el gobierno de vicente guerrero fue designado ministro de justicia y negocios eclesiásticos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19951362.wav	presentan problemas de estrecheces
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18356871.wav	el que más habla es el que más tiene porqué callar
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18356872.wav	claro deja que prepare un par de cervezas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18356874.wav	bien entonces lo haré
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18356875.wav	el monte tenía una altura ridícula
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18356877.wav	al que al cielo escupe en la cara le cae
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19949180.wav	nació en arezzo italia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19949181.wav	la azotea contiene un pabellón de esquina con una cúpula
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19949183.wav	el pie tiene cuatro dígitos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19949185.wav	la película fue financiada por los empresarios petroleros
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19949186.wav	ya bajo su hijo tuvo el control y supervisión de diferentes provincias
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19607690.wav	son materiales de uso corriente y de formas muy diferentes
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19607691.wav	así el principito decidió abandonar su planeta y explorar el resto del universo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19607692.wav	además de los ríos grande y chocó
